GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36
1400000US39095010001,39095010001,"Census Tract 100.01, Lucas County, Ohio",1705,71,56649,4676,68.7,4.4,60795,6784,13.1,4.1,3129,1907,37.2,4.0,18062,1633,3.6,3.2,10623,2430,3.8,2.9,2488,993,30.3,5.4,20065,3801,1073,87,69674,5900,15.5,4.6,47436,6263,37.7,7.8,51527,9699,21.2,5.8,105450,14816,7.5,4.3,53564,17471,13.0,5.5,95261,19686,5.1,3.8,81036,23560,4215,250,23383,2132,89.6,3.7,24579,2452,4.4,3.3,5366,4564,0.0,0.6,-,**,0.7,1.1,6350,640,0.0,0.6,-,**,1.9,1.8,25795,17471,3.4,2.0,17305,10371,10.0,2.9,16318,11010,86.6,3.2,24572,2516,27.8,(X),(X),(X),26.4,(X),(X),(X),18.3,(X),(X),(X)
1400000US39095010002,39095010002,"Census Tract 100.02, Lucas County, Ohio",1477,70,57574,5644,70.5,6.2,63295,7920,20.0,5.7,3741,1509,30.2,6.0,16903,2158,14.3,4.8,7982,1323,3.4,2.9,4700,2266,16.6,4.9,27852,10423,915,90,69843,9385,16.2,6.1,N,N,23.8,8.0,N,N,31.0,9.1,N,N,17.9,7.5,N,N,9.2,5.7,N,N,1.9,2.9,N,N,3438,299,25209,3365,85.2,8.0,27681,2477,2.3,2.4,10830,13066,0.0,0.8,-,**,3.8,3.4,27510,13412,0.0,0.8,-,**,5.0,7.0,5213,6880,3.6,3.9,N,N,11.5,7.8,14858,11789,80.4,8.3,27591,2663,24.0,(X),(X),(X),27.5,(X),(X),(X),17.0,(X),(X),(X)
1400000US39095010100,39095010100,"Census Tract 101, Lucas County, Ohio",1675,75,67775,15770,75.3,4.5,75206,20665,14.5,5.0,8874,4404,31.9,4.5,16870,2012,5.6,3.2,8878,2680,2.7,2.2,2356,1799,21.8,5.7,12705,3561,1062,112,81081,23603,17.1,5.2,N,N,30.9,7.8,N,N,29.0,6.4,N,N,12.3,6.0,N,N,7.7,4.0,N,N,2.9,3.0,N,N,4141,258,29465,6254,92.7,3.5,25399,2567,2.1,1.3,10931,10169,1.0,1.1,19655,16411,2.6,2.9,203624,255471,0.0,0.7,-,**,0.7,0.8,23543,11267,1.0,1.2,N,N,5.3,2.5,12499,7749,88.7,3.6,26123,2554,28.5,(X),(X),(X),24.3,(X),(X),(X),23.9,(X),(X),(X)
1400000US39095010200,39095010200,"Census Tract 102, Lucas County, Ohio",1187,65,40659,3674,65.1,5.7,46548,6239,10.2,4.6,5854,3852,37.9,6.1,13628,1398,10.7,4.3,7283,2178,4.7,3.2,2816,2686,18.0,5.3,15885,3983,555,60,55061,5867,9.4,5.5,N,N,27.0,8.7,N,N,32.1,8.6,N,N,19.6,8.2,N,N,9.9,6.5,N,N,2.0,3.1,N,N,2843,220,18017,1917,84.1,5.8,18610,2216,11.9,4.5,16662,5356,0.4,0.7,N,N,0.5,0.6,N,N,0.3,0.4,N,N,2.6,4.0,5107,1493,0.2,0.4,-,**,6.8,5.2,7229,2293,80.3,6.6,19082,2438,23.3,(X),(X),(X),22.7,(X),(X),(X),22.7,(X),(X),(X)
1400000US39095010300,39095010300,"Census Tract 103, Lucas County, Ohio",855,58,31056,4538,60.0,7.3,33675,6871,4.1,3.1,3669,3078,28.7,5.9,13960,1988,17.5,5.9,8918,1060,5.6,2.6,5469,4940,17.3,5.7,15217,5352,501,64,32270,6341,32.1,8.9,22666,6670,40.5,11.1,24441,10767,11.4,7.3,72293,25713,10.8,4.8,31587,8249,5.2,4.3,66546,15320,0.0,5.3,-,**,2257,247,12754,1680,57.5,7.3,15277,2295,16.9,7.4,11490,5416,1.0,1.1,17726,16881,0.0,1.2,-,**,0.0,1.2,-,**,19.8,7.1,8460,3024,4.8,3.3,3642,2798,39.7,8.7,10107,1966,41.9,6.6,16089,3008,36.5,(X),(X),(X),30.9,(X),(X),(X),26.4,(X),(X),(X)
1400000US39095010400,39095010400,"Census Tract 104, Lucas County, Ohio",112,29,34938,11024,80.4,17.9,40513,12969,12.5,10.8,3686,4527,10.7,9.4,8425,3269,3.6,5.5,N,N,2.7,5.5,N,N,0.0,21.6,-,**,47,22,47326,22348,0.0,39.8,N,N,25.5,22.0,N,N,25.5,19.4,N,N,17.0,15.7,N,N,31.9,27.8,N,N,0.0,39.8,N,N,3398,423,4643,674,71.2,3.5,4827,784,21.1,3.7,4706,956,0.2,0.4,N,N,2.6,1.5,2422,1339,0.0,0.8,-,**,0.9,0.6,4531,2379,3.9,1.9,2592,1502,5.2,1.8,3192,1373,68.0,3.2,4882,835,44.6,(X),(X),(X),57.4,(X),(X),(X),13.0,(X),(X),(X)
1400000US39095990000,39095990000,"Census Tract 9900, Lucas County, Ohio",0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,0,11,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,**,-,(X),(X),(X),-,(X),(X),(X),-,(X),(X),(X)
1400000US39097040101,39097040101,"Census Tract 401.01, Madison County, Ohio",782,87,88800,9792,78.5,7.4,89491,12348,36.3,8.3,13012,7813,34.5,7.2,19916,2836,1.4,1.6,N,N,2.9,4.2,N,N,23.3,6.7,24957,9242,582,78,100793,12990,9.1,5.7,69249,25875,28.2,10.2,94327,37122,43.8,10.9,96671,15628,6.2,4.3,79667,17010,12.7,6.0,162192,40104,0.0,4.6,-,**,2295,264,30462,4025,95.5,3.2,31607,4034,0.6,0.7,N,N,0.0,1.2,-,**,1.9,2.5,7495,3942,0.0,1.2,-,**,1.0,1.5,N,N,1.0,0.9,N,N,1.7,1.7,N,N,94.8,3.3,31802,4111,24.7,(X),(X),(X),19.8,(X),(X),(X),17.6,(X),(X),(X)
1400000US39097040102,39097040102,"Census Tract 401.02, Madison County, Ohio",2040,140,81784,8782,83.0,4.3,82125,10391,25.3,6.3,8899,7821,29.6,5.9,18714,1715,0.0,1.3,-,**,0.7,1.0,N,N,21.6,6.0,18931,6416,1306,112,94398,11474,9.0,4.7,50574,8431,35.5,10.1,65451,16586,40.3,10.8,123999,20969,3.0,2.7,96087,50666,10.0,5.8,111155,10600,2.3,2.0,117673,37682,5070,232,33121,3529,96.3,2.1,32255,3244,0.0,0.5,-,**,0.2,0.2,N,N,2.0,1.9,85552,30549,0.0,0.5,-,**,0.2,0.3,N,N,1.4,1.5,24582,15029,1.5,1.3,33869,17282,94.9,2.3,32179,3292,25.5,(X),(X),(X),29.0,(X),(X),(X),18.7,(X),(X),(X)
1400000US39097040201,39097040201,"Census Tract 402.01, Madison County, Ohio",1082,83,110975,10536,88.0,4.8,96703,11847,26.9,7.6,32024,19127,29.8,7.7,23750,3887,4.8,4.7,8677,2832,2.0,3.1,N,N,24.8,6.2,33536,10034,908,79,109965,13538,10.4,4.5,N,N,26.8,9.7,N,N,41.9,9.7,N,N,6.6,4.8,N,N,12.2,6.9,N,N,2.2,3.1,N,N,2910,31,41489,4460,95.5,2.7,42939,4873,0.5,0.8,N,N,2.8,2.3,N,N,0.0,0.9,-,**,0.0,0.9,-,**,0.0,0.9,-,**,1.2,1.4,-,**,1.2,1.4,N,N,94.3,2.9,42957,4940,40.0,(X),(X),(X),41.6,(X),(X),(X),26.0,(X),(X),(X)
1400000US39097040202,39097040202,"Census Tract 402.02, Madison County, Ohio",1011,85,72100,11290,71.6,6.0,83402,14907,16.5,6.2,11540,9564,33.2,8.2,18702,3231,6.6,4.1,7918,3157,2.9,2.9,5052,2744,17.8,5.0,14476,5781,749,77,84507,14475,20.3,7.5,N,N,21.1,7.7,N,N,36.0,9.9,N,N,5.3,3.2,N,N,15.1,10.7,N,N,2.1,3.1,N,N,2681,189,27466,3989,98.2,1.3,27720,4041,0.0,1.0,-,**,0.6,0.7,N,N,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,1.1,1.2,N,N,1.2,1.3,14697,11768,98.1,1.5,27700,4048,26.7,(X),(X),(X),31.4,(X),(X),(X),19.5,(X),(X),(X)
1400000US39097040400,39097040400,"Census Tract 404, Madison County, Ohio",999,65,80049,11688,76.8,5.1,81044,13087,20.4,5.8,9573,8723,28.0,5.8,19638,2553,0.8,1.1,N,N,2.4,1.7,2238,683,23.6,5.7,37439,12278,788,75,90397,13016,17.0,5.3,59679,17792,29.1,7.4,95007,34817,31.1,6.7,108265,20469,8.5,5.0,59591,16739,11.8,3.7,93000,19446,2.5,2.4,115640,45250,2765,170,28996,4082,98.5,1.4,29281,4142,0.2,0.5,N,N,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,0.0,1.0,-,**,1.3,1.4,N,N,0.1,0.1,N,N,98.4,1.5,29295,4143,28.5,(X),(X),(X),24.6,(X),(X),(X),20.5,(X),(X),(X)
1400000US39097040500,39097040500,"Census Tract 405, Madison County, Ohio",1743,111,67244,6550,77.1,5.1,66276,7686,19.3,4.7,10236,3822,30.8,4.3,18680,1645,4.5,3.6,11427,4042,3.9,2.9,2060,1679,30.8,5.4,22850,5680,1302,93,77370,8211,15.1,4.6,N,N,29.6,6.9,N,N,36.6,7.6,N,N,10.3,4.4,N,N,7.4,3.3,N,N,1.1,1.3,N,N,4407,172,26761,2813,95.1,3.7,27142,2857,1.2,1.1,17891,6140,0.0,0.6,-,**,0.0,0.6,-,**,0.0,0.6,-,**,0.3,0.5,-,**,3.3,3.1,N,N,0.8,0.8,10719,7971,94.6,3.8,27209,2865,20.8,(X),(X),(X),21.1,(X),(X),(X),14.8,(X),(X),(X)
1400000US39097040600,39097040600,"Census Tract 406, Madison County, Ohio",2382,163,53900,4859,66.6,5.6,58414,6548,21.2,6.0,5859,3086,35.3,7.1,15460,1775,3.8,2.4,11337,5615,2.0,1.9,2091,902,31.9,6.6,22617,6009,1433,155,62385,6921,18.6,7.7,35424,12565,30.3,9.4,42462,9666,31.0,8.2,88545,10268,10.8,6.4,54646,7873,9.4,5.2,102696,8760,0.0,1.9,-,**,5570,324,23440,2437,93.1,3.3,23802,2511,1.8,1.5,20785,6229,0.0,0.5,-,**,2.6,2.3,N,N,0.0,0.5,-,**,0.8,0.9,-,**,1.8,1.4,7606,6016,2.7,1.9,11073,9091,91.2,3.5,23962,2581,24.7,(X),(X),(X),18.1,(X),(X),(X),16.9,(X),(X),(X)
1400000US39097040700,39097040700,"Census Tract 407, Madison County, Ohio",1208,109,49938,6473,78.6,5.2,50989,7937,8.5,4.6,4523,5277,26.6,5.4,13155,2609,9.5,4.5,8014,2416,5.0,3.2,1365,1037,21.4,5.4,17501,4930,818,105,55101,8510,17.8,6.1,N,N,29.5,9.8,N,N,24.7,8.6,N,N,20.2,9.8,N,N,4.9,3.4,N,N,2.9,3.0,N,N,3248,230,19265,2639,80.4,6.0,19706,2227,8.9,5.0,23223,12623,0.0,0.8,-,**,0.0,0.8,-,**,0.0,0.8,-,**,0.4,0.5,N,N,10.3,3.9,12078,15434,2.2,2.0,20963,18323,78.5,6.3,19712,2249,38.6,(X),(X),(X),38.5,(X),(X),(X),27.9,(X),(X),(X)
1400000US39097041000,39097041000,"Census Tract 410, Madison County, Ohio",19,8,120853,146905,84.2,23.5,125856,169777,10.5,29.9,N,N,15.8,23.5,N,N,0.0,62.6,-,**,0.0,62.6,-,**,52.6,24.3,21010,15078,13,8,148046,198604,0.0,75.7,N,N,53.8,47.2,N,N,46.2,47.2,N,N,0.0,75.7,N,N,0.0,75.7,N,N,0.0,75.7,N,N,4788,204,1699,764,54.2,3.6,2809,1409,41.6,3.3,395,204,1.0,0.7,N,N,0.8,0.6,-,**,0.2,0.3,-,**,0.2,0.3,-,**,2.1,1.0,180,213,3.4,1.3,538,734,51.6,3.5,2927,1463,15.8,(X),(X),(X),23.1,(X),(X),(X),2.8,(X),(X),(X)
1400000US39097041100,39097041100,"Census Tract 411, Madison County, Ohio",1678,131,76976,9834,80.0,3.9,70277,6317,21.5,5.7,34134,36002,30.9,4.7,19484,2317,5.5,3.3,10831,3218,3.5,2.6,7339,6197,19.2,4.3,23890,6149,1242,120,86379,13447,10.5,4.4,N,N,36.9,8.4,N,N,30.0,6.9,N,N,7.8,3.8,N,N,13.4,6.9,N,N,1.4,1.9,N,N,4646,373,27888,3569,96.9,1.9,27933,3690,1.2,1.6,22067,6034,0.4,0.6,-,**,0.4,0.7,N,N,0.0,0.6,-,**,0.0,0.1,N,N,1.0,1.0,N,N,1.2,1.0,5207,5743,95.8,2.1,28192,3690,31.5,(X),(X),(X),29.9,(X),(X),(X),20.9,(X),(X),(X)
1400000US39097041200,39097041200,"Census Tract 412, Madison County, Ohio",1197,94,59594,6282,76.1,4.4,61302,7632,20.1,5.4,2810,954,37.6,5.4,15641,2032,6.3,2.8,10147,1418,2.5,1.8,3413,2333,20.4,5.2,18855,4424,778,65,70661,7395,15.6,4.4,33098,7011,28.8,6.7,60228,21674,31.7,7.5,77006,8390,8.0,3.4,73829,29869,12.0,5.6,121985,13772,4.0,3.9,81803,16630,3056,21,23439,2117,98.6,0.9,23658,2128,0.5,0.5,12633,4650,0.0,0.9,-,**,0.1,0.2,N,N,0.0,0.9,-,**,0.1,0.1,N,N,0.7,0.7,N,N,0.5,0.5,10257,9864,98.2,1.0,23718,2137,29.9,(X),(X),(X),26.9,(X),(X),(X),21.3,(X),(X),(X)
1400000US39097041300,39097041300,"Census Tract 413, Madison County, Ohio",765,68,79097,9164,84.7,4.6,79667,11738,21.7,6.4,8467,4206,26.3,4.9,16282,1505,5.8,5.1,9389,1854,1.4,1.4,8127,3806,20.4,5.4,20562,3307,600,65,88396,11300,11.3,4.7,35588,11641,23.0,6.7,51523,6726,48.5,9.0,112304,20226,4.5,3.6,51570,18373,7.3,3.6,132584,19554,5.3,4.7,112513,10805,2020,193,29973,3689,99.9,0.2,30018,3698,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.1,0.2,-,**,1.2,1.7,20488,1042,98.6,1.7,30137,3726,34.5,(X),(X),(X),37.5,(X),(X),(X),25.0,(X),(X),(X)
1400000US39099800300,39099800300,"Census Tract 8003, Mahoning County, Ohio",515,55,35060,4744,68.3,8.7,27261,6429,7.4,4.8,3624,4711,52.4,8.2,16103,1906,13.8,6.8,9083,2973,3.3,2.8,2606,1971,31.7,7.6,18072,6781,325,49,41418,6067,18.8,8.1,N,N,50.5,11.2,N,N,6.2,6.1,N,N,16.3,8.0,N,N,4.9,4.9,N,N,3.4,3.3,N,N,1427,154,13314,1663,21.9,7.4,15720,3619,69.7,10.5,13850,2449,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,8.4,7.5,2603,2800,5.7,5.0,10368,3733,16.6,7.2,17218,4085,33.2,(X),(X),(X),38.2,(X),(X),(X),23.3,(X),(X),(X)
1400000US39099800400,39099800400,"Census Tract 8004, Mahoning County, Ohio",479,61,30595,5370,53.4,12.4,26623,6871,5.2,4.2,3476,2389,61.2,11.3,15975,2564,15.7,9.6,9893,1931,6.3,5.2,6567,7115,35.7,12.0,10187,3264,236,55,44557,6237,19.1,9.6,N,N,49.6,13.9,N,N,11.9,9.1,N,N,14.8,11.8,N,N,0.0,11.0,N,N,4.7,7.5,N,N,988,153,15193,2241,4.9,5.9,5217,1041,86.6,11.1,15715,2627,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,8.5,10.3,15581,1445,2.2,2.7,N,N,4.5,5.8,N,N,35.3,(X),(X),(X),53.8,(X),(X),(X),33.9,(X),(X),(X)
1400000US39099800500,39099800500,"Census Tract 8005, Mahoning County, Ohio",1000,82,24062,4628,48.3,7.4,26587,5285,3.8,1.9,48603,70914,37.3,6.9,12603,1361,23.0,6.6,7493,910,16.4,5.8,3824,1522,12.2,3.7,14693,4659,570,88,29353,7549,35.8,10.4,N,N,43.2,11.1,N,N,3.7,3.5,N,N,16.1,8.3,N,N,1.2,2.2,N,N,0.0,4.7,N,N,4206,306,9806,1489,35.1,5.4,10864,2789,47.7,4.8,8488,1626,0.2,0.4,N,N,0.8,0.7,25474,35446,0.0,0.7,-,**,13.1,2.8,11703,2355,3.1,1.6,6305,5110,37.7,4.4,8192,1385,13.4,3.9,17492,6448,24.6,(X),(X),(X),23.5,(X),(X),(X),40.8,(X),(X),(X)
1400000US39099800600,39099800600,"Census Tract 8006, Mahoning County, Ohio",648,70,21021,4605,44.9,8.8,25104,8914,2.6,2.3,3365,1567,35.0,7.8,14739,2449,12.0,5.2,8162,1399,19.6,8.2,4820,2234,14.5,4.9,13340,3314,338,77,26010,6939,46.2,11.3,N,N,36.7,10.7,N,N,4.7,7.0,N,N,3.6,5.2,N,N,2.1,3.5,N,N,6.8,5.8,N,N,1360,200,10150,2019,23.8,9.2,8373,2819,67.5,10.7,10414,2861,0.0,2.0,-,**,0.7,1.4,N,N,0.0,2.0,-,**,1.7,2.1,N,N,6.3,4.9,6706,3028,29.3,10.9,5643,1938,11.3,8.0,8131,4528,14.5,(X),(X),(X),19.2,(X),(X),(X),13.6,(X),(X),(X)
1400000US39099801000,39099801000,"Census Tract 8010, Mahoning County, Ohio",678,67,27371,3570,67.4,7.4,26353,5702,4.6,3.3,5365,6385,39.5,6.7,13798,2013,13.4,5.0,8544,1785,4.9,4.2,2142,1341,16.5,4.9,13788,3897,390,75,32008,6002,15.9,7.1,N,N,67.2,11.1,N,N,5.4,4.3,N,N,8.5,6.9,N,N,2.3,3.3,N,N,0.8,1.7,N,N,1467,188,12882,2330,44.3,5.6,16271,3152,45.3,5.6,10979,3004,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,4.9,3.4,11835,14926,5.5,4.2,2210,2504,13.9,4.9,9991,5348,36.9,5.0,17634,3709,26.5,(X),(X),(X),31.0,(X),(X),(X),21.9,(X),(X),(X)
1400000US39099801100,39099801100,"Census Tract 8011, Mahoning County, Ohio",989,93,28930,2697,70.8,5.5,25291,3331,9.7,4.7,6256,4937,32.6,6.4,13236,1586,16.3,6.5,9264,2226,7.9,4.4,5500,3639,18.0,5.0,17971,4168,510,83,28622,4256,31.2,8.5,17578,4272,42.2,11.4,28444,5891,7.6,5.8,62374,16858,19.0,8.0,33548,15211,0.0,5.2,-,**,0.0,5.2,-,**,2501,311,12415,1411,47.4,9.8,15908,2802,45.5,10.4,10194,2237,0.2,0.3,N,N,0.4,0.6,N,N,0.0,1.1,-,**,0.0,1.1,-,**,6.6,5.2,2299,2371,11.8,6.9,10648,2371,39.8,8.8,16666,3339,21.5,(X),(X),(X),15.5,(X),(X),(X),15.5,(X),(X),(X)
1400000US39099801200,39099801200,"Census Tract 8012, Mahoning County, Ohio",764,76,32288,3744,60.5,7.1,34763,5130,7.1,4.0,4507,3199,42.0,7.6,13823,1129,17.4,6.3,8163,1363,10.3,6.1,3449,1883,21.6,5.4,11665,3052,385,57,40988,5835,21.3,9.1,N,N,46.2,9.4,N,N,14.3,7.8,N,N,11.7,7.1,N,N,4.7,4.2,N,N,1.8,3.1,N,N,1709,124,14406,1712,61.4,6.1,16235,1712,31.5,5.7,12903,3622,0.0,1.6,-,**,1.2,2.5,3510,1768,0.0,1.6,-,**,0.0,1.6,-,**,6.0,4.2,5664,5019,10.2,4.6,14644,4121,54.1,6.0,16383,1680,25.7,(X),(X),(X),31.9,(X),(X),(X),19.9,(X),(X),(X)
1400000US39099801300,39099801300,"Census Tract 8013, Mahoning County, Ohio",1008,71,29200,3150,78.0,5.4,25922,3570,7.5,3.8,5220,3723,31.6,6.8,13412,1671,14.0,5.4,7727,2091,9.3,4.2,3695,1573,13.2,3.9,13840,3231,630,80,28441,3914,18.6,6.3,N,N,54.4,8.8,N,N,7.5,5.2,N,N,14.4,8.0,N,N,1.0,1.6,N,N,4.1,3.9,N,N,2456,250,12407,1560,63.0,6.9,14951,2142,31.9,8.1,7421,1889,0.2,0.3,-,**,0.8,1.2,32926,4035,0.0,1.1,-,**,0.0,1.1,-,**,4.1,3.7,8820,14472,7.7,4.4,13143,7179,56.1,7.2,15612,2286,21.2,(X),(X),(X),21.3,(X),(X),(X),15.7,(X),(X),(X)
1400000US39099801400,39099801400,"Census Tract 8014, Mahoning County, Ohio",1039,68,41698,3532,70.3,4.9,45113,4539,16.5,4.3,3340,1890,36.2,4.9,15019,1394,10.9,4.7,8430,2353,4.2,3.2,1352,720,18.0,4.6,12902,3032,575,73,50210,5369,19.0,5.7,24390,5512,25.6,7.2,41262,6452,32.7,7.7,65193,6971,14.4,6.8,45661,14798,4.0,3.5,107035,47475,4.3,4.4,65544,13030,2259,200,19442,1602,94.4,2.9,19774,1633,4.4,2.8,15843,9089,0.0,1.2,-,**,0.0,1.2,-,**,0.0,1.2,-,**,0.0,1.2,-,**,1.2,1.1,N,N,2.7,2.7,11434,5375,92.0,3.8,20001,1645,30.2,(X),(X),(X),32.0,(X),(X),(X),21.0,(X),(X),(X)
1400000US39099801500,39099801500,"Census Tract 8015, Mahoning County, Ohio",855,83,38807,4471,73.5,5.3,39110,5667,15.0,5.4,1284,986,30.8,6.1,17068,2078,7.6,4.1,8474,1769,5.5,4.6,2270,761,18.9,5.4,16636,3496,531,75,39511,5169,20.9,6.8,25103,7530,42.2,10.8,29943,6148,12.6,6.7,53352,17632,14.9,7.3,52000,12719,2.6,2.7,121686,18011,6.8,5.3,58350,11068,2053,287,16416,3067,52.8,9.0,20803,2950,40.0,10.6,11875,4590,0.3,0.4,N,N,0.8,1.5,7188,2048,0.0,1.3,-,**,0.8,1.4,N,N,5.2,4.0,2384,4485,4.7,3.5,12756,9180,51.5,8.9,21130,3044,26.7,(X),(X),(X),33.0,(X),(X),(X),18.8,(X),(X),(X)
1400000US39099801600,39099801600,"Census Tract 8016, Mahoning County, Ohio",971,100,29202,3916,62.7,9.2,30095,4569,2.3,1.9,3805,4661,34.5,8.8,14256,2595,17.0,7.4,9464,1385,9.0,6.1,5283,1432,16.7,6.2,10810,4365,650,92,31698,5030,24.9,9.2,19140,4917,32.3,11.5,26109,8887,10.9,6.6,68687,26262,22.9,9.0,33586,9467,0.0,4.1,-,**,8.9,7.5,36883,10558,3013,415,9883,1360,22.6,6.3,16883,5313,61.0,6.7,8180,1335,0.0,0.9,-,**,0.3,0.4,N,N,0.0,0.9,-,**,0.0,0.9,-,**,16.1,6.4,5804,3280,11.2,7.0,5638,3340,20.4,5.7,18375,5358,21.0,(X),(X),(X),22.0,(X),(X),(X),16.5,(X),(X),(X)
1400000US39099801700,39099801700,"Census Tract 8017, Mahoning County, Ohio",433,53,21442,3131,52.2,12.6,17957,4492,6.9,6.4,820,691,42.7,9.9,12252,2076,28.6,13.0,7998,4537,13.9,11.8,3128,431,22.2,8.3,16005,6486,248,47,21979,4145,40.7,17.9,N,N,49.6,16.1,N,N,2.4,4.6,N,N,7.3,7.4,N,N,0.0,10.5,N,N,0.0,10.5,N,N,1016,162,9745,1805,45.1,14.5,10939,3371,47.8,10.6,9342,2527,0.6,0.9,N,N,0.0,2.7,-,**,0.0,2.7,-,**,0.0,2.7,-,**,6.5,7.4,3039,1583,24.9,17.1,6945,3323,26.2,9.2,13087,2721,20.8,(X),(X),(X),21.8,(X),(X),(X),15.6,(X),(X),(X)
1400000US39099802100,39099802100,"Census Tract 8021, Mahoning County, Ohio",339,55,26437,7005,64.0,11.1,22836,6640,3.5,3.5,N,N,49.6,11.6,15865,6850,17.7,9.9,6262,3299,3.2,3.0,N,N,8.8,7.8,20123,11879,168,39,38833,14387,27.4,19.5,N,N,50.6,22.6,N,N,6.0,6.9,N,N,16.1,14.3,N,N,0.0,15.1,N,N,0.0,15.1,N,N,904,109,11246,2262,14.6,4.9,7232,2983,80.5,6.6,12235,2658,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,0.0,3.0,-,**,4.9,4.6,N,N,6.3,4.9,5791,6455,10.8,5.5,6398,2217,28.0,(X),(X),(X),44.6,(X),(X),(X),25.1,(X),(X),(X)
1400000US39099802300,39099802300,"Census Tract 8023, Mahoning County, Ohio",422,71,24389,5040,58.8,12.5,21872,6384,7.3,5.4,2516,3920,53.3,12.2,13652,1285,4.0,4.4,8065,8398,2.8,3.0,N,N,30.1,10.8,8084,3007,181,59,34552,9258,19.9,14.0,N,N,69.1,17.5,N,N,8.3,7.6,N,N,2.8,4.3,N,N,0.0,14.1,N,N,0.0,14.1,N,N,869,218,12859,2744,28.2,13.6,11397,5508,43.6,12.7,18503,4680,16.0,18.1,5689,1323,1.7,2.3,N,N,0.0,3.1,-,**,7.2,10.0,N,N,3.2,3.3,N,N,26.2,14.9,4778,1494,20.4,12.2,14105,6484,35.5,(X),(X),(X),33.1,(X),(X),(X),26.8,(X),(X),(X)
